ユーザID,日付,カテゴリ,単価,数量,金額,支払区分,店舗場所,収支
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-06,Health & Fitness,775.59,10,7755.9,Cash,富山県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-12,Utilities,3239.19,7,22674.33,Credit Card,福井県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-28,Travel,1823.41,9,16410.69,Mobile Payment,石川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-05,Travel,1536.23,7,10753.61,Other,岡山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-30,Investment,6119.97,5,30599.85,Other,北海道,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-09,Investment,2881.2,8,23049.6,Cash,三重県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-02,Food & Drink,48.66,10,486.6,Other,山形県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-04,Rent,2761.69,7,19331.83,Other,島根県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-13,Utilities,1351.09,9,12159.81,Credit Card,鳥取県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-20,Health & Fitness,1778.09,9,16002.81,Other,北海道,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-15,Shopping,576.66,10,5766.6,Credit Card,東京都,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-16,Entertainment,277.06,6,1662.36,Credit Card,京都府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-04,Food & Drink,263.88,7,1847.16,Mobile Payment,岐阜県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-15,Travel,2161.19,9,19450.71,Other,奈良県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-22,Travel,2180.39,3,6541.17,Other,大阪府,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-22,Utilities,1669.07,3,5007.21,Cash,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-09,Food & Drink,96.65,4,386.6,Cash,東京都,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-11,Entertainment,156.37,5,781.85,Credit Card,長野県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-30,Travel,2431.78,5,12158.9,Credit Card,京都府,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-26,Entertainment,301.63,10,3016.3,Mobile Payment,滋賀県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-11,Food & Drink,432.72,5,2163.6,Other,広島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-21,Utilities,3004.98,9,27044.82,Credit Card,青森県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-08,Food & Drink,33.78,7,236.46,Other,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-15,Shopping,1079.84,2,2159.68,Other,鳥取県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-22,Health & Fitness,342.82,10,3428.2,Cash,千葉県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-14,Rent,2410.78,10,24107.8,Credit Card,栃木県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-15,Health & Fitness,1956.89,4,7827.56,Other,静岡県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-28,Utilities,1187.14,7,8309.98,Other,静岡県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-25,Entertainment,188.23,2,376.46,Credit Card,山梨県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-20,Rent,2855.34,6,17132.04,Other,奈良県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-31,Rent,2111.36,7,14779.52,Other,静岡県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-10,Utilities,4619.84,10,46198.4,Mobile Payment,千葉県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-29,Investment,8033.86,9,72304.74,Other,広島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-03,Entertainment,401.75,3,1205.25,Credit Card,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-26,Investment,5504.16,3,16512.48,Mobile Payment,兵庫県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-23,Food & Drink,454.4,1,454.4,Other,岩手県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-06,Rent,1979.58,9,17816.22,Other,佐賀県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-28,Food & Drink,125.91,9,1133.19,Cash,その他,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-28,Travel,3793.5,2,7587.0,Cash,栃木県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-17,Utilities,98.75,5,493.75,Credit Card,山梨県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-16,Entertainment,83.21,2,166.42,Cash,神奈川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-05,Entertainment,200.23,2,400.46,Mobile Payment,秋田県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-24,Utilities,2266.84,5,11334.2,Mobile Payment,長崎県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-21,Entertainment,360.11,9,3240.99,Credit Card,鹿児島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-11,Investment,5881.6,1,5881.6,Credit Card,京都府,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-17,Investment,4416.22,7,30913.54,Other,山梨県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-09,Travel,1755.72,10,17557.2,Cash,大阪府,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-05,Utilities,391.81,3,1175.43,Mobile Payment,千葉県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-27,Travel,2229.43,4,8917.72,Credit Card,山梨県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-21,Travel,1823.83,6,10942.98,Credit Card,大分県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-05,Food & Drink,389.71,6,2338.26,Cash,香川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-04,Shopping,1847.9,2,3695.8,Credit Card,滋賀県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-07,Food & Drink,462.46,9,4162.14,Cash,滋賀県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-24,Utilities,4174.63,1,4174.63,Mobile Payment,滋賀県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-23,Shopping,462.76,5,2313.8,Cash,兵庫県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-22,Travel,4552.66,3,13657.98,Other,長野県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-09,Shopping,1956.82,9,17611.38,Mobile Payment,長野県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-23,Rent,1791.08,4,7164.32,Other,和歌山県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-24,Rent,2477.27,4,9909.08,Other,その他,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-15,Health & Fitness,1438.4,8,11507.2,Credit Card,香川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-10,Shopping,722.35,4,2889.4,Mobile Payment,広島県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-15,Investment,2556.26,5,12781.3,Cash,茨城県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-17,Travel,2588.37,2,5176.74,Cash,北海道,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-23,Investment,1398.46,4,5593.84,Other,群馬県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-20,Shopping,1533.09,10,15330.9,Credit Card,和歌山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-07,Entertainment,320.65,10,3206.5,Mobile Payment,島根県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-16,Investment,1754.28,3,5262.84,Credit Card,群馬県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-26,Shopping,173.07,7,1211.49,Other,長崎県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-10,Health & Fitness,1008.45,3,3025.35,Credit Card,兵庫県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-08,Entertainment,450.74,3,1352.22,Cash,山口県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-17,Investment,9962.46,1,9962.46,Cash,山口県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-17,Shopping,1924.55,8,15396.4,Credit Card,大分県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-02,Entertainment,309.51,5,1547.55,Other,愛知県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-14,Investment,8382.52,1,8382.52,Mobile Payment,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-16,Utilities,203.85,4,815.4,Other,岩手県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-04,Utilities,1098.08,8,8784.64,Other,徳島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-26,Travel,2593.2,2,5186.4,Cash,鳥取県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-28,Health & Fitness,147.13,9,1324.17,Credit Card,福井県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-04,Food & Drink,112.23,4,448.92,Credit Card,山梨県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-21,Shopping,1263.04,10,12630.4,Mobile Payment,長野県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-22,Health & Fitness,927.54,5,4637.7,Cash,鳥取県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-20,Utilities,4250.53,5,21252.65,Credit Card,東京都,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-27,Investment,3460.99,2,6921.98,Other,高知県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-18,Investment,2537.14,1,2537.14,Mobile Payment,山形県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-12,Health & Fitness,1452.59,4,5810.36,Cash,岐阜県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-30,Utilities,695.03,6,4170.18,Other,香川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-29,Health & Fitness,1280.53,7,8963.71,Credit Card,群馬県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-13,Rent,1493.53,5,7467.65,Credit Card,鳥取県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-24,Rent,1871.08,3,5613.24,Credit Card,福島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-23,Travel,4135.3,10,41353.0,Mobile Payment,高知県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-18,Health & Fitness,24.43,1,24.43,Cash,宮崎県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-07,Health & Fitness,1766.15,4,7064.6,Credit Card,福岡県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-08,Entertainment,208.86,3,626.58,Credit Card,群馬県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-16,Entertainment,14.46,5,72.3,Other,和歌山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-22,Entertainment,110.06,2,220.12,Mobile Payment,京都府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-11,Health & Fitness,779.62,9,7016.58,Cash,徳島県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-07,Food & Drink,406.79,1,406.79,Mobile Payment,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-13,Shopping,16.11,2,32.22,Mobile Payment,長崎県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-27,Travel,3817.16,1,3817.16,Mobile Payment,群馬県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-10,Rent,1635.58,4,6542.32,Credit Card,岡山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-04,Travel,3676.31,1,3676.31,Other,島根県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-12,Rent,2960.81,2,5921.62,Mobile Payment,高知県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-03,Travel,1833.19,9,16498.71,Cash,大阪府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-08,Rent,1318.32,6,7909.92,Credit Card,石川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-26,Rent,2136.01,7,14952.07,Mobile Payment,宮城県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-10,Health & Fitness,1842.75,7,12899.25,Mobile Payment,静岡県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-01,Investment,2565.35,5,12826.75,Other,青森県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-02,Food & Drink,247.38,9,2226.42,Mobile Payment,富山県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-08,Entertainment,11.56,1,11.56,Mobile Payment,神奈川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-07,Health & Fitness,1752.08,9,15768.72,Cash,京都府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-03,Shopping,1321.07,4,5284.28,Other,奈良県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-06,Food & Drink,88.72,9,798.48,Cash,鳥取県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-17,Food & Drink,476.02,1,476.02,Other,東京都,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-19,Food & Drink,85.99,10,859.9,Credit Card,和歌山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-13,Rent,2499.74,4,9998.96,Credit Card,石川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-07,Shopping,280.39,4,1121.56,Mobile Payment,石川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-28,Investment,5719.79,10,57197.9,Credit Card,富山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-25,Shopping,1467.84,8,11742.72,Cash,石川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-30,Entertainment,112.43,10,1124.3,Credit Card,岡山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-22,Health & Fitness,1474.72,5,7373.6,Credit Card,三重県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-14,Health & Fitness,547.7,2,1095.4,Credit Card,愛知県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-28,Utilities,313.22,7,2192.54,Mobile Payment,鳥取県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-17,Health & Fitness,401.73,1,401.73,Cash,兵庫県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-08,Travel,1938.25,2,3876.5,Other,沖縄県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-21,Shopping,633.93,7,4437.51,Mobile Payment,宮城県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-16,Utilities,1633.12,10,16331.2,Cash,オンライン,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-23,Food & Drink,368.72,7,2581.04,Other,岩手県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-10,Travel,367.99,1,367.99,Cash,オンライン,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-03,Entertainment,25.46,2,50.92,Credit Card,石川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-22,Rent,1066.99,4,4267.96,Credit Card,和歌山県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-28,Shopping,900.16,2,1800.32,Other,石川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-02,Rent,1127.99,2,2255.98,Other,石川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-11,Rent,1395.39,10,13953.9,Other,沖縄県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-05,Travel,4593.95,10,45939.5,Mobile Payment,神奈川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-24,Food & Drink,455.68,3,1367.04,Mobile Payment,岐阜県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-01,Travel,3220.41,8,25763.28,Credit Card,茨城県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-14,Food & Drink,151.65,8,1213.2,Mobile Payment,新潟県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-21,Food & Drink,142.76,4,571.04,Cash,福岡県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-12,Shopping,652.79,7,4569.53,Other,群馬県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-23,Food & Drink,86.94,7,608.58,Other,宮城県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-10,Health & Fitness,869.34,10,8693.4,Credit Card,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-22,Food & Drink,259.89,2,519.78,Credit Card,茨城県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-03,Health & Fitness,1544.38,1,1544.38,Mobile Payment,青森県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-11,Investment,9364.44,8,74915.52,Other,秋田県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-02,Utilities,1363.13,9,12268.17,Mobile Payment,京都府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-13,Rent,2429.92,1,2429.92,Mobile Payment,愛媛県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-14,Investment,7985.88,10,79858.8,Mobile Payment,鹿児島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-09,Entertainment,352.49,6,2114.94,Credit Card,石川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-17,Rent,1011.67,1,1011.67,Other,愛知県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-14,Utilities,3490.6,5,17453.0,Other,栃木県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-08,Investment,9366.91,8,74935.28,Cash,佐賀県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-31,Health & Fitness,1165.73,5,5828.65,Mobile Payment,北海道,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-25,Investment,3602.95,9,32426.55,Mobile Payment,鹿児島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-19,Travel,1232.48,7,8627.36,Other,その他,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-12,Shopping,91.88,4,367.52,Credit Card,兵庫県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-17,Shopping,582.55,8,4660.4,Cash,茨城県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-28,Rent,2771.14,9,24940.26,Mobile Payment,山形県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-20,Investment,6196.02,4,24784.08,Other,島根県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-04,Rent,1047.21,1,1047.21,Cash,沖縄県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-09,Health & Fitness,554.36,10,5543.6,Cash,大分県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-11,Rent,2079.77,2,4159.54,Mobile Payment,山形県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-07,Food & Drink,226.06,5,1130.3,Cash,鳥取県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-30,Health & Fitness,87.77,2,175.54,Credit Card,大阪府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-13,Utilities,4669.45,10,46694.5,Cash,岩手県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-21,Rent,2724.14,7,19068.98,Cash,福島県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-04,Investment,3333.66,6,20001.96,Cash,島根県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-13,Entertainment,325.3,4,1301.2,Other,栃木県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-07,Health & Fitness,567.73,6,3406.38,Mobile Payment,広島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-18,Rent,1093.69,9,9843.21,Other,高知県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-17,Rent,2730.62,9,24575.58,Mobile Payment,埼玉県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-04,Rent,1743.83,8,13950.64,Credit Card,富山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-09,Travel,4114.59,2,8229.18,Cash,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-15,Utilities,3433.54,8,27468.32,Mobile Payment,福井県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-26,Entertainment,21.59,8,172.72,Cash,岩手県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-24,Rent,2135.08,6,12810.48,Mobile Payment,秋田県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-27,Rent,1916.31,3,5748.93,Mobile Payment,香川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-27,Rent,1209.21,2,2418.42,Other,京都府,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-13,Rent,2062.21,7,14435.47,Mobile Payment,オンライン,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-24,Health & Fitness,567.62,2,1135.24,Other,山形県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-08,Travel,1047.31,6,6283.86,Credit Card,東京都,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-12-29,Investment,3825.44,8,30603.52,Cash,茨城県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-29,Health & Fitness,1856.87,10,18568.7,Cash,大分県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-18,Travel,464.25,5,2321.25,Mobile Payment,オンライン,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-17,Shopping,1017.41,3,3052.23,Mobile Payment,和歌山県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-10,Investment,3082.34,10,30823.4,Cash,埼玉県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-30,Investment,3463.16,6,20778.96,Cash,奈良県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-07,Food & Drink,147.74,3,443.22,Other,宮崎県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-31,Travel,2321.37,6,13928.22,Credit Card,岡山県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-02,Investment,1624.47,2,3248.94,Mobile Payment,京都府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-18,Food & Drink,342.38,4,1369.52,Cash,鳥取県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-26,Travel,3898.76,4,15595.04,Cash,オンライン,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-15,Investment,8357.8,9,75220.2,Other,大阪府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-24,Travel,3747.8,5,18739.0,Other,島根県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-29,Rent,2082.51,2,4165.02,Cash,大分県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-11,Investment,4334.97,4,17339.88,Other,愛媛県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-01,Shopping,14.18,2,28.36,Mobile Payment,栃木県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-17,Shopping,423.04,1,423.04,Cash,その他,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-22,Food & Drink,414.95,5,2074.75,Other,神奈川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-31,Travel,1160.64,6,6963.84,Other,静岡県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-24,Food & Drink,429.19,9,3862.71,Mobile Payment,沖縄県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-09-24,Rent,1341.41,2,2682.82,Credit Card,神奈川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-20,Utilities,3419.05,10,34190.5,Cash,岩手県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-27,Health & Fitness,844.08,8,6752.64,Other,茨城県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-05,Rent,2965.94,9,26693.46,Credit Card,石川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-05,Shopping,620.78,4,2483.12,Cash,滋賀県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-29,Shopping,1570.54,9,14134.86,Mobile Payment,熊本県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-01,Investment,3389.46,5,16947.3,Other,福岡県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-05-01,Travel,3892.62,1,3892.62,Credit Card,青森県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-06-23,Investment,1097.16,3,3291.48,Mobile Payment,山形県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-10-21,Travel,288.96,7,2022.72,Other,長野県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-07-11,Rent,2110.95,3,6332.85,Credit Card,香川県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-02,Shopping,86.26,8,690.08,Mobile Payment,東京都,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-03-18,Health & Fitness,1933.73,2,3867.46,Mobile Payment,徳島県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-02,Entertainment,171.03,1,171.03,Credit Card,京都府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-02,Investment,8464.41,1,8464.41,Credit Card,神奈川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-07,Rent,2750.92,7,19256.44,Cash,千葉県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-30,Food & Drink,192.66,1,192.66,Cash,神奈川県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-03,Rent,1863.11,6,11178.66,Other,その他,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-04-22,Rent,1001.76,8,8014.08,Cash,愛知県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-02-11,Entertainment,373.46,3,1120.38,Other,岡山県,Expense
a4693ed3-6445-4489-befd-f2a60fee2706,2024-08-09,Entertainment,30.73,6,184.38,Cash,新潟県,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-01-10,Rent,1586.1,3,4758.3,Mobile Payment,大阪府,Income
a4693ed3-6445-4489-befd-f2a60fee2706,2024-11-06,Investment,974.09,4,3896.36,Credit Card,大阪府,Expense
