USERID,Date,Transaction Description,Category,Amount,Type
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-10-01,Future congress.,Food & Drink,188.88,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-05-13,Discussion black follow.,Food & Drink,1894.89,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-01-19,Discussion detail training fund.,Investment,246.91,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-02-28,Strategy fight institution.,Entertainment,156.26,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-01-12,Because career course.,Other,1527.59,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-07-03,Big argue.,Health & Fitness,444.58,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-05-19,Show recently decide last.,Investment,310.2,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-04-09,Country little reality level.,Salary,8307.83,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-11-19,Ago race quite hour.,Other,255.37,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-02-27,For age size.,Food & Drink,4287.34,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-06-14,Future congress.,Health & Fitness,229.04,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-09-24,Notice street anything.,Shopping,138.77,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-03-22,Notice make.,Salary,5433.24,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-03-06,Position tend religious.,Rent,2701.91,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-12-19,Stop unit might job close.,Other,709.64,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-08-21,Into notice necessary true message.,Travel,149.7,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-09-04,You ready way rule.,Other,3654.85,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-11-21,Peace wind guess.,Shopping,7816.78,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-06-09,Smile ever bag single.,Shopping,916.69,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-10-16,Country approach.,Shopping,163.87,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-02-16,Be fire.,Rent,145.86,Income
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-01-14,Detail about development discover.,Rent,415.03,Expense
bb23a55c-3ce8-4876-8cf4-35223bce11a7,2024-05-02,Child ball store process.,Investment,1275.01,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-04,Western tend candidate day.,Rent,3181.41,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-07,Movement door kind.,Shopping,2487.73,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-14,Teacher decide possible.,Utilities,4312.93,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-09,Tv budget system book.,Food & Drink,236.01,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-19,Cup red collection husband.,Other,2642.15,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-25,Success teach mrs beat.,Salary,879.02,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-04,Space moment travel these least.,Entertainment,699.91,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-18,Project can.,Health & Fitness,598.23,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-06,Push east never size fight.,Investment,5213.18,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-13,Southern front.,Shopping,5078.18,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-14,Or phone.,Utilities,3485.55,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-11,Leg drive second she.,Health & Fitness,100.12,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-26,Control piece behavior message wind.,Entertainment,1286.87,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-04,Child ball store process.,Utilities,2183.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-07,Five store ask data.,Investment,606.34,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-09,Push east never size fight.,Food & Drink,745.28,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-09,Behind front attack song little.,Other,3570.17,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-12,Smile ever bag single.,Rent,2098.69,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-17,Lose shoulder spring.,Food & Drink,1821.96,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-03,Little happy final population.,Other,33.22,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-22,Democratic standard major.,Salary,801.65,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-21,Seven project chance road.,Shopping,1206.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-21,Claim move.,Rent,6453.22,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-30,And student give score agree.,Investment,5835.16,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-22,Western tend candidate day.,Salary,3218.32,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-20,Hope floor include.,Utilities,219.71,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-31,Show recently decide last.,Shopping,1804.12,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-26,Doctor population grow bar.,Salary,1126.51,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-15,Magazine yard instead town.,Investment,2531.13,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-18,Certain camera represent.,Shopping,959.35,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-13,Fill thousand number.,Shopping,2523.8,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-26,Future congress.,Rent,3485.64,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-29,Ten skin perhaps.,Travel,7529.88,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-01,Picture evidence.,Utilities,543.19,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-24,Personal often.,Salary,4809.77,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-22,Be move fly open.,Utilities,108.07,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-24,Table trade various risk art.,Shopping,1318.1,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-25,Nearly care base.,Utilities,542.19,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-03,Ever day.,Food & Drink,708.87,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-07,Goal once let perform international.,Entertainment,470.46,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-31,City offer financial data.,Investment,1570.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-23,Evening ahead smile.,Investment,818.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-03,Believe arrive.,Food & Drink,43.62,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-21,Eat tonight run leader.,Utilities,7001.37,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-06,Environmental outside bed institution.,Food & Drink,6208.31,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-04,Key place tree.,Entertainment,305.02,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-09,Detail about development discover.,Rent,3736.78,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-02,Forget once hope security.,Utilities,105.45,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-13,Personal often.,Travel,1988.21,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-12,Nation little east everyone.,Investment,498.04,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-21,Design blood degree ever.,Food & Drink,286.33,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-01,Gas teacher national weight all.,Salary,1481.69,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-14,Need finally when.,Travel,677.39,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-31,No couple debate must.,Food & Drink,8256.06,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-08,Space beyond.,Utilities,278.73,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-11,Concern should recent across.,Entertainment,392.55,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-25,Fish either boy between collection.,Health & Fitness,2050.89,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-27,Compare system white magazine after.,Shopping,2397.16,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-30,Hope floor include.,Travel,3182.65,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-17,Agreement central six instead.,Entertainment,1088.01,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-20,Evening ahead smile.,Salary,1769.18,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-31,Country approach.,Utilities,428.91,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-05,Space game truth special decision.,Health & Fitness,304.83,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-27,Cost attorney.,Shopping,5488.71,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-14,Find job where.,Health & Fitness,1605.67,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-18,Environmental outside bed institution.,Food & Drink,2843.23,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-13,Wall act special.,Investment,8972.56,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-25,Success teach mrs beat.,Investment,325.26,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-13,Wide cut player wind.,Health & Fitness,7.77,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-28,Break time manager kid.,Salary,486.15,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-23,Ahead plant trial affect.,Rent,211.19,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-21,Space beyond.,Travel,1314.33,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-29,Bed report item.,Entertainment,1968.25,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-24,Positive free case.,Investment,188.64,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-29,Despite energy company.,Utilities,1343.09,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-21,Little happy final population.,Health & Fitness,56.61,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-09,Wish current.,Rent,1450.85,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-01,Yeah exist behavior necessary miss.,Health & Fitness,283.5,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-18,Outside with each animal.,Salary,5091.65,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-30,Notice street anything.,Health & Fitness,259.26,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-07,Magazine yard instead town.,Utilities,360.99,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-26,Best generation group goal.,Food & Drink,2288.01,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-08,With yes nothing.,Other,199.46,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-23,Some court her.,Utilities,1460.54,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-12,Water yourself trade someone.,Travel,4657.6,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-24,Likely evidence claim.,Investment,988.93,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-27,Price certain down standard nice.,Rent,3401.21,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-19,Or phone.,Travel,2862.57,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-03,Big argue.,Entertainment,7465.21,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-08,Be fire.,Other,1529.81,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-06,Soon including important.,Shopping,457.62,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-30,Detail about development discover.,Entertainment,1053.25,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-02,Leader both rest challenge.,Utilities,948.95,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-15,View know develop after.,Rent,5118.95,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-12,Occur live take media hot.,Other,1155.11,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-12,Reach step son.,Food & Drink,58.84,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-29,Until truth feeling view.,Salary,1051.84,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-02,Space beyond.,Salary,2474.23,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-15,Picture evidence.,Investment,3431.78,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-26,Compare system white magazine after.,Entertainment,82.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-15,Heart still building.,Rent,269.66,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-29,Picture early send morning.,Other,3922.31,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-18,Success teach mrs beat.,Rent,3529.72,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-30,Recognize media goal.,Other,1478.98,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-04,Hear officer.,Investment,2854.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-10,Child ball store process.,Food & Drink,256.79,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-04,Wrong difficult.,Health & Fitness,183.42,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-21,Five store ask data.,Entertainment,1834.5,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-26,True help.,Health & Fitness,267.31,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-06,Boy college mrs.,Investment,1426.19,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-24,Future congress.,Entertainment,1817.76,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-21,Seven project chance road.,Investment,175.85,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-22,A let.,Salary,1170.46,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-08,Meet seem population.,Shopping,4699.07,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-17,Cup red collection husband.,Utilities,1945.09,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-11,Decision where foreign trial.,Shopping,7184.42,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-12,Ground city still.,Rent,164.52,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-07,White likely teacher one.,Food & Drink,4989.47,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-02,Meet seem population.,Entertainment,224.74,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-22,Future congress.,Other,434.98,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-21,Detail data tell.,Shopping,2189.07,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-25,Democratic standard major.,Rent,4334.36,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-07,Democratic standard major.,Entertainment,1970.44,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-01,Real know our any.,Food & Drink,479.84,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-20,Real know our any.,Investment,600.68,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-20,Pass quite third ability interview.,Health & Fitness,310.41,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-24,Doctor population grow bar.,Entertainment,239.76,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-24,Be move fly open.,Entertainment,115.64,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-28,Life bad soon.,Other,358.9,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-04,Likely great paper.,Utilities,332.1,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-11,Certain camera represent.,Food & Drink,208.07,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-28,Mother first hot free.,Food & Drink,3624.19,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-13,Research visit program suddenly doctor.,Health & Fitness,1464.31,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-23,Occur live take media hot.,Food & Drink,1688.09,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-09,Positive free case.,Entertainment,5477.18,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-28,Sure i pay.,Entertainment,661.03,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-22,Industry impact certainly.,Shopping,9162.95,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-07,Doctor population grow bar.,Utilities,1896.16,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-12,Child ball store process.,Shopping,5534.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-20,Short congress turn east marriage.,Health & Fitness,2237.16,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-20,Mind easy foreign old.,Shopping,4527.31,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-21,Southern front.,Shopping,3804.46,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-07,Medical buy series walk large.,Rent,153.83,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-24,Open million house enough.,Utilities,457.41,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-30,You ready way rule.,Food & Drink,522.69,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-24,Gas with policy cut.,Travel,494.37,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-20,Positive free case.,Utilities,1943.93,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-15,On must certainly.,Travel,758.48,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-25,Finish right serious.,Travel,580.92,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-04,Doctor news yourself.,Utilities,6350.33,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-10,Dog late eat.,Food & Drink,237.37,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-18,Child group describe.,Utilities,4393.15,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-24,Main opportunity particularly question.,Entertainment,3726.8,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-08,Less into per big.,Health & Fitness,4841.78,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-20,Hope floor include.,Investment,83.29,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-26,Environment character real middle prove.,Utilities,2208.22,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-04,College manage fund.,Investment,481.31,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-22,Be fire.,Rent,1448.4,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-07,Industry impact certainly.,Utilities,488.36,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-02,Already free.,Travel,6092.55,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-07,Recognize media goal.,Rent,559.81,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-10,Course technology site.,Shopping,6974.38,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-21,Training account evidence month.,Investment,93.1,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-01,Need finally when.,Investment,2254.91,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-15,Environment character real middle prove.,Investment,933.4,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-11,Wide cut player wind.,Investment,2878.25,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-07,Skill successful and.,Travel,2487.44,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-10,True help.,Health & Fitness,5953.91,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-13,Ago race quite hour.,Other,670.32,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-13,Material less focus hear.,Food & Drink,1618.68,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-11,Control piece behavior message wind.,Food & Drink,2549.03,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-11,Agreement someone.,Investment,86.36,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-11,Provide car throughout american.,Entertainment,9466.5,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-01,Important source first him.,Travel,305.31,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-13,Certain camera represent.,Utilities,459.2,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-27,Degree enter father of source.,Food & Drink,4445.75,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-07,Say explain.,Investment,3776.26,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-03,Dinner no main year size.,Salary,6536.39,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-08,World site mr interest treatment.,Food & Drink,4527.19,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-08,Nearly care base.,Entertainment,1234.19,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-21,We especially five network.,Rent,2788.29,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-14,Give that individual of not.,Travel,930.98,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-20,Thought sit identify culture.,Travel,294.22,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-24,Onto worry help hope.,Utilities,483.99,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-28,Environment character real middle prove.,Travel,1784.81,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-02,Believe recognize analysis those citizen.,Health & Fitness,224.76,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-22,East list when.,Rent,6910.2,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-10,Forget once hope security.,Rent,5615.6,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-11,Big argue.,Rent,998.82,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-30,Hear officer.,Rent,1014.9,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-07,Good spend still.,Food & Drink,476.83,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-06,Environment character real middle prove.,Investment,823.91,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-21,Wife pay good within fly.,Entertainment,28.74,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-23,Condition again successful.,Travel,263.22,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-03,Significant up still management.,Rent,1018.82,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-19,Be fire.,Entertainment,431.39,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-28,Occur live take media hot.,Other,4525.71,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-07,Strategy fight institution.,Food & Drink,4699.85,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-06,Wide cut player wind.,Rent,8975.83,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-26,Finish right serious.,Salary,7584.69,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-15,Data exist.,Entertainment,3660.16,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-11,Piece require.,Utilities,100.35,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-17,As personal agreement.,Travel,5674.61,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-29,Gas with policy cut.,Shopping,136.49,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-20,Why though decide bank likely.,Rent,799.87,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-28,Finish right serious.,Investment,4596.18,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-16,Future congress.,Food & Drink,359.38,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-01,Among black picture that treat.,Entertainment,2851.4,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-30,Very figure drive special.,Health & Fitness,386.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-22,Cup red collection husband.,Other,3968.41,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-30,A let.,Other,39.51,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-12,Few spring raise.,Salary,3654.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-20,National back everybody direction budget.,Travel,2259.05,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-03,Fear song save.,Travel,4186.63,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-17,For age size.,Travel,36.6,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-14,Pressure activity defense detail.,Food & Drink,4921.66,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-30,Short congress turn east marriage.,Other,4633.48,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-23,Wish current.,Shopping,3499.4,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-30,Price institution method inside.,Utilities,1774.73,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-20,Day fact modern.,Shopping,100.97,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-19,Red republican father party.,Salary,53.65,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-18,Mother first hot free.,Shopping,1133.64,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-17,Give that individual of not.,Salary,188.57,Expense
